term	idf
kampfhandlungen	6.777414
kanada	6.164310
kanal	6.703306
kandidaten	6.206869
kandidatin	6.857457
kann aber	5.183480
kann als	6.777414
kann also	6.777414
kann auch	4.865027
kann auf	6.777414
kann aus	6.777414
kann bei	6.944468
kann da	6.397925
kann dabei	6.777414
kann damit	6.634313
kann dann	5.787015
kann das	4.029158
kann dass	5.731446
kann dazu	6.944468
kann den	6.397925
kann denn	6.451992
kann der	5.038298
kann deshalb	6.777414
kann deswegen	6.509150
kann deutschland	6.703306
kann die	4.415110
kann diese	5.787015
kann dieses	6.944468
kann doch	5.065697
kann ein	5.628791
kann eine	5.704777
kann einen	6.451992
kann er	6.569775
kann es	3.908641
kann für	6.206869
kann hier	6.297841
kann ich	3.589791
kann ihnen	4.482551
kann im	6.777414
kann in	5.876628
kann ist	6.297841
kann ja	5.704777
kann jeder	6.857457
kann jetzt	6.010159
kann kein	6.206869
kann keine	6.451992
kann man	3.267017
kann meine	6.164310
kann mich	5.704777
kann mir	6.634313
kann mit	5.758845
kann muss	6.777414
kann nach	6.509150
kann natürlich	6.397925
kann nicht	4.254767
kann niemand	6.509150
kann noch	6.569775
kann nur	4.799069
kann ob	6.944468
kann oder	6.569775
kann ohne	6.634313
kann sagen	6.346631
kann sich	4.632833
kann sie	5.248019
kann so	6.123488
kann um	6.451992
kann und	4.014487
kann uns	6.206869
kann vielen	6.634313
kann von	6.634313
kann was	6.046527
kann weil	6.206869
kann wenn	5.391120
kann wie	6.251321
kann wir	5.167976
kann wo	6.857457
kann zum	6.703306
kann über	6.569775
kannst	6.569775
kante	6.206869
kanzler	3.926263
kanzler der	6.123488
kanzler hat	6.703306
kanzler merz	5.108257
kanzler und	6.346631
kanzleramt	5.391120
kanzlerin	6.346631
kanzlers	5.975068
kanzlerschaft	6.857457
kanäle	6.451992
kapazitäten	5.122856
kapital	4.911547
kapitalismus	6.857457
kapitalmarkt	6.509150
kapitel	5.471162
kapitulation	6.251321
kappe	6.944468
kaputt	5.731446
kaputte	6.084267
kaputten	6.634313
kaputtgespart	6.451992
karin	6.251321
karin prien	6.346631
karl	5.535701
karl lauterbach	6.206869
karlsruhe	5.975068
karoline	6.944468
karoline otte	6.944468
karriere	6.451992
karsten	6.084267
karsten hilse	6.777414
karsten wildberger	6.703306
karte	6.777414
kartellparteien	6.634313
karten	6.857457
kaschieren	6.569775
kasernen	6.251321
kasse	6.123488
kassen	5.167976
kassieren	6.164310
kassiert	6.634313
katalog	6.634313
katar	6.634313
katastrophal	6.206869
katastrophale	6.297841
katastrophalen	6.164310
katastrophe	4.717391
katastrophe für	6.944468
katastrophen	5.876628
katastrophenhilfe	6.703306
katastrophenschutz	5.941166
kategorie	6.857457
kategorien	6.944468
katharina	5.876628
katharina beck	6.634313
katharina dröge	6.569775
katherina	5.430340
katherina reiche	5.430340
kathrin	6.634313
kathrin michel	6.944468
katrin	5.628791
katrin göring	6.777414
katrin uhlig	6.509150
kauf	5.167976
kauf nehmen	6.857457
kaufen	4.651016
kaufen und	6.857457
kaufkraft	6.509150
kaufmann	5.787015
kauft	5.604694
kauft alt	6.634313
kaum	3.368554
kaum ein	6.634313
kaum eine	6.297841
kaum etwas	6.634313
kaum jemand	6.777414
kaum mehr	6.451992
kaum noch	5.167976
kaum zu	6.046527
kavaliersdelikt	6.944468
kay	5.787015
kay gottschalk	5.908376
kehren	5.372072
kehren sie	6.451992
kehrt	6.944468
kehrtwende	6.084267
keim	6.944468
kein	1.839625
kein abstraktes	6.703306
kein allheilmittel	6.944468
kein anderer	6.634313
kein anderes	6.509150
kein automatismus	6.944468
kein beitrag	6.777414
kein einzelfall	5.941166
kein einziger	5.816003
kein einziges	5.513722
kein ende	6.703306
kein erkenntnisproblem	6.451992
kein fortschritt	6.346631
kein geheimnis	6.164310
kein geld	4.865027
kein geschenk	6.777414
kein gesetz	6.634313
kein grund	6.703306
kein haushalt	6.944468
kein interesse	6.046527
kein kavaliersdelikt	6.944468
kein kind	6.777414
kein konzept	6.509150
kein land	6.944468
kein luxus	5.372072
kein mensch	6.010159
kein morgen	6.944468
kein nice	6.346631
kein platz	6.777414
kein politisches	6.944468
kein privileg	6.944468
kein problem	5.231490
kein randthema	6.777414
kein recht	6.509150
kein selbstläufer	6.569775
kein selbstzweck	5.513722
kein staat	6.634313
kein verständnis	6.634313
kein weg	6.634313
kein widerspruch	6.251321
kein wort	5.410538
kein wunder	5.513722
kein zufall	5.248019
keine abstrakte	6.634313
keine abstrakten	6.944468
keine ahnung	5.845856
keine alternative	6.346631
keine andere	6.251321
keine angst	6.206869
keine antwort	6.346631
keine antworten	6.634313
keine chance	6.944468
keine deutschen	6.703306
keine echte	6.857457
keine einfache	6.084267
keine einzige	5.678802
keine entlastung	6.944468
keine frage	5.152709
keine gefahr	6.703306
keine gute	6.084267
keine hilfe	6.944468
keine investitionen	6.944468
keine klaren	6.857457
keine kleinigkeit	6.451992
keine lösung	5.876628
keine lösungen	6.569775
keine mehrheit	6.397925
keine möglichkeit	6.944468
keine neue	6.346631
keine neuen	5.653484
keine option	6.206869
keine perspektive	6.251321
keine politik	5.758845
keine politische	6.777414
keine probleme	6.297841
keine rede	6.777414
keine reform	6.703306
keine rolle	5.653484
keine selbstverständlichkeit	6.010159
keine seriöse	6.944468
keine sicherheit	6.509150
keine sorge	6.397925
keine sorgen	6.777414
keine steuern	6.397925
keine strategie	6.634313
keine tragfähige	6.944468
keine verantwortung	6.397925
keine weitere	6.857457
keine weiteren	6.123488
keine wohnung	6.451992
keine zeit	5.653484
keine zukunft	6.251321
keine zusätzlichen	6.703306
keine zwischenfrage	6.777414
keinem	4.707635
keinem wort	6.703306
keinen	2.718298
keinen cent	6.777414
keinen einfluss	6.944468
keinen einzigen	5.513722
keinen fall	5.581163
keinen frieden	6.509150
keinen grund	6.251321
keinen mehrwert	6.857457
keinen plan	6.703306
keinen platz	6.046527
keinen sinn	6.206869
keinen unterschied	6.944468
keinen zugang	6.634313
keinen zweifel	6.251321
keiner	3.976387
keiner mehr	6.397925
keiner weise	6.346631
keinerlei	4.998558
keines	6.634313
keinesfalls	6.046527
keineswegs	6.346631
keller	6.634313
kellner	5.908376
kenia	6.451992
kenne	5.264826
kenne ich	6.509150
kennen	3.729235
kennen das	6.084267
kennen die	5.731446
kennen sie	5.787015
kennen und	6.703306
kennen wir	5.513722
kennengelernt	6.857457
kennenlernen	6.857457
kennt	4.554872
kennt die	6.346631
kenntnis	4.727243
kenntnis dass	6.634313
kenntnis genommen	6.703306
kenntnis nehmen	5.628791
kenntnis zu	6.944468
kennzahlen	6.944468
kennzeichnung	6.569775
kennzeichnungspflicht	6.509150
kern	4.189072
kern der	6.397925
kern des	6.297841
kern unserer	6.569775
kernanliegen	6.509150
kernaufgabe	6.346631
kernaufgaben	5.876628
kernauftrag	6.944468
kernenergie	5.410538
kernfusion	6.251321
kernhaushalt	4.799069
kernkraft	5.248019
kernkraftwerke	5.167976
kernkraftwerken	6.346631
kersten	6.944468
kerstin	6.451992
kette	6.569775
ketten	6.703306
kettensäge	6.451992
keuter	6.010159
kever	6.857457
kfor	6.509150
kfw	5.787015
kfz	6.634313
khan	6.944468
ki	4.358757
ki und	6.703306
ki verordnung	6.777414
kiel	6.777414
kiesewetter	6.944468
kießling	6.634313
kilometer	5.215229
kilometern	6.944468
kilowattstunde	5.845856
kind	4.154978
kind in	6.634313
kinder	2.860786
kinder das	6.857457
kinder die	5.653484
kinder für	6.857457
kinder haben	6.634313
kinder im	6.297841
kinder in	5.299312
kinder mit	6.777414
kinder nicht	6.569775
kinder oder	6.857457
kinder sind	6.451992
kinder und	4.090090
kinder unter	6.944468
kinder vor	6.703306
kinder zu	6.046527
kinderarbeit	6.703306
kinderarmut	6.569775
kinderbetreuung	6.084267
kindergeld	6.046527
kindergärten	5.975068
kindern	3.781682
kindern die	6.251321
kindern in	6.703306
kindern und	5.152709
kinderschutz	6.857457
kinderzuschlag	6.703306
kindes	6.164310
kindeswohl	6.509150
kindheit	6.703306
kippe	6.703306
kippen	6.634313
kipppunkt	6.857457
kipppunkte	6.703306
kirche	6.164310
kirchen	5.758845
kirk	6.206869
kita	5.335030
kita und	6.703306
kitaplätze	6.944468
kitas	4.400721
kitas in	6.297841
kitas schulen	6.857457
kitas und	5.653484
kitt	6.509150
klage	6.569775
klagen	5.558174
klagt	6.944468
klammer	6.944468
klang	6.397925
klappen	6.703306
klappt	5.816003
klar	1.984170
klar aber	6.164310
klar an	6.397925
klar auch	6.777414
klar auf	6.206869
klar benannt	6.777414
klar benennen	6.634313
klar das	5.264826
klar dass	4.444524
klar definiert	6.857457
klar der	5.513722
klar deutschland	6.634313
klar die	4.597431
klar diese	6.569775
klar dieser	6.944468
klar ein	6.123488
klar eine	6.123488
klar es	5.816003
klar für	6.297841
klar gegen	6.777414
klar gesagt	5.941166
klar geworden	6.944468
klar ich	6.451992
klar im	6.777414
klar in	6.634313
klar ist	4.049059
klar ja	6.777414
klar kein	6.703306
klar mit	6.164310
klar sagen	4.554872
klar sein	4.778015
klar sie	6.251321
klar und	4.911547
klar was	6.857457
klar wenn	6.010159
klar wer	5.908376
klar wie	6.857457
klar wir	4.474829
klar zu	5.051904
klar zum	6.569775
klare	2.981061
klare antwort	6.569775
klare botschaft	6.397925
klare haltung	6.251321
klare kante	6.857457
klare perspektive	6.944468
klare prioritäten	6.084267
klare regeln	5.391120
klare schwerpunkte	6.777414
klare signal	6.703306
klare sprache	6.777414
klare und	6.206869
klare worte	6.777414
klare ziele	6.857457
klare zuständigkeiten	6.297841
klarem	6.297841
klaren	3.682881
klaren auftrag	6.857457
klaren fokus	6.703306
klaren kompass	6.944468
klaren kurs	6.857457
klaren regeln	6.634313
klaren ziel	6.569775
klarer	4.707635
klares	3.957868
klares bekenntnis	5.264826
klares signal	4.888016
klares zeichen	5.787015
klares ziel	6.703306
klargemacht	5.604694
klargestellt	5.908376
klarheit	4.292507
klarheit für	6.944468
klarheit und	5.513722
klarmachen	5.581163
klarstellen	5.391120
klarstellen dass	6.857457
klarstellung	6.164310
klartext	5.876628
klarzumachen	6.634313
klarzustellen	6.297841
klasse	5.199229
klassen	6.857457
klassische	6.046527
klassischen	6.084267
klatschen	6.251321
klaus	5.450543
klaus mack	6.944468
klaus peter	6.703306
klaus wiener	6.509150
kleebank	6.569775
kleidung	6.703306
klein	4.588773
klein klein	5.941166
klein und	6.944468
kleine	3.707574
kleine anfrage	6.397925
kleine betriebe	6.569775
kleine und	5.513722
kleinem	6.857457
kleinen	3.675937
kleinen kindern	6.944468
kleinen und	5.430340
kleiner	4.358757
kleiner sondern	6.857457
kleiner und	6.397925
kleinere	5.492216
kleineren	5.876628
kleines	5.450543
kleinigkeit	6.251321
kleinreden	6.509150
kleinste	6.634313
kleinsten	6.569775
klick	6.944468
klientel	6.703306
klientelpolitik	6.451992
klima	3.596160
klima in	6.944468
klima und	4.183308
klima zu	6.857457
klimaabkommen	6.397925
klimaanpassung	5.678802
klimafinanzierung	6.634313
klimafonds	6.397925
klimafreundlich	6.509150
klimafreundliche	5.471162
klimafreundlichen	6.509150
klimafreundlicher	6.297841
klimageld	5.908376
klimagerechtigkeit	6.944468
klimahysterie	6.857457
klimaideologie	6.451992
klimakatastrophe	6.206869
klimakonferenz	5.975068
klimakonferenz in	6.569775
klimakrise	4.597431
klimakrise ist	6.397925
klimakrise und	6.857457
klimaneutral	5.183480
klimaneutral werden	6.634313
klimaneutrale	5.471162
klimaneutrale mobilität	6.634313
klimaneutralen	6.397925
klimaneutrales	6.944468
klimaneutralität	4.444524
klimaneutralität und	6.703306
klimapolitik	4.632833
klimapolitisch	6.569775
klimapolitischen	6.569775
klimas	6.509150
klimaschutz	3.340949
klimaschutz aber	6.857457
klimaschutz das	6.206869
klimaschutz die	6.777414
klimaschutz für	6.944468
klimaschutz im	6.634313
klimaschutz in	5.975068
klimaschutz ist	5.471162
klimaschutz mit	6.703306
klimaschutz naturschutz	6.046527
klimaschutz nicht	6.297841
klimaschutz und	4.697973
klimaschutz wir	6.777414
klimaschutz wird	6.777414
klimaschutz zu	6.346631
klimaschutzes	5.941166
klimaschutzgesetz	6.397925
klimaschutzmaßnahmen	6.703306
klimaschutzpolitik	6.206869
klimaschutzverträge	6.944468
klimaschutzziele	6.634313
klimaschädliche	6.703306
klimawahn	6.777414
klimawandel	4.393604
klimawandel ist	6.297841
klimawandel und	6.777414
klimawandels	5.281920
klimaziel	5.876628
klimaziele	4.972916
klimaziele zu	6.777414
klimazielen	5.535701
klingbeil	3.908641
klingbeil das	6.777414
klingbeil der	6.944468
klingbeil hat	6.397925
klingbeil sie	6.569775
klingbeil und	5.908376
klingen	5.704777
klingt	3.981071
klingt das	6.703306
klingt erst	6.084267
klingt nach	6.206869
klinik	6.777414
kliniken	5.558174
klipp	5.816003
klipp und	5.816003
klopfen	6.944468
klose	6.944468
klug	5.264826
klug und	6.944468
kluge	4.911547
klugen	5.876628
kluger	6.944468
kluges	6.857457
klären	5.430340
klöckner	6.509150
klüger	6.944468
knapp	3.926263
knapp milliarden	5.410538
knapp millionen	6.569775
knapp prozent	5.908376
knappe	6.634313
knappen	6.777414
knapper	6.206869
kneller	6.346631
knie	6.123488
know	5.876628
know how	5.876628
koalition	2.471272
koalition aber	6.777414
koalition an	6.569775
koalition auch	6.251321
koalition auf	6.123488
koalition aus	5.787015
koalition dafür	6.944468
koalition das	5.975068
koalition dass	6.569775
koalition den	6.634313
koalition der	5.758845
koalition die	5.231490
koalition ein	6.634313
koalition eine	6.451992
koalition für	6.634313
koalition gemeinsam	6.777414
koalition haben	6.569775
koalition hat	5.372072
koalition ich	6.509150
koalition im	6.569775
koalition in	5.816003
koalition ist	5.628791
koalition jetzt	6.634313
koalition liebe	6.944468
koalition mit	5.678802
koalition nicht	6.703306
koalition sich	6.857457
koalition sie	6.451992
koalition sind	6.857457
koalition steht	6.944468
koalition und	5.299312
koalition von	6.857457
koalition vorgenommen	6.944468
koalition werden	6.777414
koalition will	6.857457
koalition wir	6.164310
koalition wird	6.164310
koalition zu	6.451992
koalitionsausschuss	5.816003
koalitionsfraktionen	5.248019
koalitionspartner	4.697973
koalitionspartners	6.857457
koalitionsverhandlungen	5.535701
koalitionsvertrag	2.856203
koalitionsvertrag auch	6.164310
koalitionsvertrag auf	6.944468
koalitionsvertrag darauf	6.777414
koalitionsvertrag das	6.944468
koalitionsvertrag der	6.703306
koalitionsvertrag die	6.777414
koalitionsvertrag ein	6.857457
koalitionsvertrag haben	5.513722
koalitionsvertrag ist	6.123488
koalitionsvertrag nicht	6.777414
koalitionsvertrag steht	5.704777
koalitionsvertrag und	5.876628
koalitionsvertrag verabredet	6.944468
koalitionsvertrag vereinbart	4.998558
koalitionsvertrag versprochen	6.397925
koalitionsvertrag von	6.703306
koalitionsvertrag zu	6.944468
koalitionsvertrages	5.653484
koalitionsvertrags	6.569775
koch	6.703306
kohl	6.451992
kohle	5.628791
kohle und	6.777414
kohleausstieg	6.777414
kohlekraftwerke	6.634313
kohlendioxid	6.451992
kollaps	5.975068
kollege	2.794144
kollege das	6.857457
kollege dass	6.346631
kollege der	6.857457
kollege die	6.703306
kollege dr	6.164310
kollege erlauben	5.908376
kollege es	5.410538
kollege hat	6.509150
kollege ich	6.046527
kollege ihre	6.857457
kollege kommen	6.397925
kollege müller	6.944468
kollege sie	5.248019
kollege vielen	6.857457
kollege von	6.251321
kollegen	1.803869
kollegen aber	6.346631
kollegen als	6.634313
kollegen an	6.634313
kollegen auch	5.908376
kollegen aus	5.231490
kollegen bei	6.569775
kollegen damit	6.703306
kollegen das	4.498176
kollegen dass	5.787015
kollegen der	3.865900
kollegen deshalb	6.569775
kollegen deswegen	6.703306
kollegen deutschland	5.908376
kollegen die	4.069364
kollegen diese	5.731446
kollegen dieser	5.731446
kollegen dieses	6.857457
kollegen ein	5.758845
kollegen eine	6.509150
kollegen es	4.853727
kollegen frau	6.857457
kollegen für	6.046527
kollegen genau	6.944468
kollegen gerade	6.944468
kollegen haben	6.251321
kollegen herr	6.206869
kollegen hier	6.509150
kollegen ich	4.260959
kollegen im	5.430340
kollegen in	4.767653
kollegen ist	5.372072
kollegen ja	6.123488
kollegen jetzt	6.857457
kollegen lassen	5.372072
kollegen liebe	5.581163
kollegen lieber	6.944468
kollegen meine	5.558174
kollegen mit	5.410538
kollegen müssen	6.944468
kollegen nicht	6.703306
kollegen sehr	6.164310
kollegen sie	6.251321
kollegen und	5.108257
kollegen unser	6.634313
kollegen unsere	6.777414
kollegen von	4.242497
kollegen vor	6.777414
kollegen was	6.251321
kollegen wenn	5.581163
kollegen wer	6.164310
kollegen wie	6.703306
kollegen wir	3.926263
kollegen zu	6.944468
kollegen zum	6.777414
kollegin	3.086613
kollegin dr	5.941166
kollegin erlauben	6.297841
kollegin es	6.123488
kollegin frau	6.703306
kollegin ich	6.346631
kollegin kommen	6.777414
kollegin sie	5.678802
kollegin von	6.634313
kolleginnen	2.029143
kolleginnen liebe	6.297841
kolleginnen und	2.050026
koller	6.084267
kolonialismus	6.634313
kombination	6.297841
komma	6.857457
komme	3.453486
komme aus	5.353379
komme gleich	6.944468
komme ich	4.747244
komme zum	4.606165
kommen	1.972133
kommen aber	5.941166
kommen auch	6.509150
kommen auf	6.944468
kommen aus	5.876628
kommen bitte	5.471162
kommen damit	6.703306
kommen dann	6.509150
kommen das	5.299312
kommen dass	6.046527
kommen denn	6.634313
kommen der	6.634313
kommen deswegen	6.777414
kommen die	5.024875
kommen diese	6.703306
kommen dr	5.876628
kommen erhebliche	6.944468
kommen frau	6.451992
kommen herr	5.876628
kommen ich	6.084267
kommen in	5.908376
kommen ja	6.703306
kommen jetzt	6.857457
kommen kann	6.346631
kommen können	5.628791
kommen milliarden	6.777414
kommen mit	6.509150
kommen muss	6.944468
kommen müssen	6.451992
kommen nicht	6.397925
kommen noch	5.816003
kommen sie	3.714742
kommen und	4.778015
kommen von	6.634313
kommen was	6.857457
kommen weil	6.451992
kommen wenn	6.206869
kommen werden	6.397925
kommen wie	6.509150
kommen wir	3.878532
kommen wird	6.634313
kommen wo	6.703306
kommen zu	6.634313
kommende	5.137671
kommende generationen	6.164310
kommende jahr	6.010159
kommenden	3.774019
kommenden generationen	6.123488
kommenden jahr	5.513722
kommenden jahre	6.509150
kommenden jahren	4.998558
kommenden monaten	6.857457
kommenden vier	6.703306
kommenden wochen	6.346631
kommentieren	6.046527
kommission	3.805029
kommission die	6.346631
kommission hat	6.397925
kommission und	6.046527
kommission wird	6.777414
kommission zur	5.908376
kommissionen	5.704777
kommt	2.372573
kommt aber	6.703306
kommt als	6.777414
kommt auch	6.346631
kommt auf	6.397925
kommt aus	6.451992
kommt dabei	6.944468
kommt dann	5.758845
kommt das	5.231490
kommt dass	5.845856
kommt denn	6.703306
kommt der	5.410538
kommt die	4.935644
kommt ein	6.397925
kommt eine	6.569775
kommt er	6.857457
kommt es	4.799069
kommt für	6.703306
kommt ich	6.777414
kommt in	6.569775
kommt ist	6.569775
kommt ja	6.944468
kommt jetzt	6.251321
kommt man	6.084267
kommt mit	6.944468
kommt nicht	5.704777
kommt noch	5.845856
kommt sie	6.857457
kommt und	5.065697
kommt von	6.164310
kommt wir	6.569775
kommt zu	6.703306
kommunale	4.778015
kommunale selbstverwaltung	6.451992
